formation_energy_peratom,MagpieData_minimum_Number,MagpieData_maximum_Number,MagpieData_range_Number,MagpieData_maximum_MeltingT,MagpieData_mean_MeltingT,MagpieData_avg_dev_MeltingT,MagpieData_range_Column,MagpieData_maximum_Electronegativity,MagpieData_minimum_NsValence,MagpieData_maximum_NsValence,MagpieData_minimum_NpValence,MagpieData_range_NpValence,MagpieData_mean_NdValence,MagpieData_minimum_NfValence,MagpieData_range_NfValence,MagpieData_mean_NfValence,MagpieData_maximum_NValence,MagpieData_range_NValence,MagpieData_avg_dev_NValence,MagpieData_minimum_NpUnfilled,MagpieData_minimum_NdUnfilled,MagpieData_mean_NdUnfilled,MagpieData_mode_NdUnfilled,MagpieData_maximum_NfUnfilled,MagpieData_minimum_NUnfilled,MagpieData_mode_NUnfilled,MagpieData_minimum_GSbandgap,MagpieData_maximum_GSbandgap,MagpieData_range_GSbandgap,MagpieData_maximum_GSmagmom,compound_possible,target
-1.11192,3.0,52.0,49.0,722.66,543.3466666666667,119.54222222222222,15.0,2.1,1.0,2.0,0.0,4.0,3.333333333333333,0.0,0.0,0.0,16.0,15.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.464,0.464,0.0,1.0,0
-1.92315,17.0,37.0,20.0,1941.0,399.5022222222222,342.555061728395,16.0,3.16,1.0,2.0,0.0,5.0,0.2222222222222222,0.0,0.0,0.0,7.0,6.0,2.2222222222222223,0.0,0.0,0.8888888888888888,0.0,0.0,1.0,1.0,0.0,2.493,2.493,2.25333333333e-05,1.0,0
-2.36484,9.0,28.0,19.0,1728.0,302.4511111111111,331.93481481481484,16.0,3.98,1.0,2.0,0.0,5.0,0.8888888888888888,0.0,0.0,0.0,10.0,9.0,2.2222222222222223,0.0,0.0,0.2222222222222222,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.5953947,0.0,1
-2.16602,34.0,56.0,22.0,1000.0,747.0,253.0,14.0,2.55,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,16.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.799,0.799,0.0,1.0,0
-3.35975,9.0,19.0,10.0,933.47,226.406,207.48720000000003,16.0,3.98,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,6.0,2.64,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-1.28971,17.0,78.0,61.0,2041.4,416.00666666666666,361.19851851851854,16.0,3.16,1.0,2.0,0.0,5.0,1.0,0.0,14.0,1.5555555555555556,24.0,23.0,3.654320987654321,0.0,0.0,0.1111111111111111,0.0,0.0,1.0,1.0,0.0,2.493,2.493,0.0,1.0,0
-1.41079,8.0,11.0,3.0,370.87,265.5133333333333,140.47555555555556,15.0,3.44,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,5.0,2.222222222222222,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.5039600000000001,1.0,3.0,2.0,453.69,233.85,219.84,0.0,2.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.853,7.853,0.0,1.0,0
-3.0362,8.0,74.0,66.0,3695.0,723.88,802.8960000000001,14.0,3.44,2.0,2.0,0.0,4.0,0.4,0.0,14.0,1.4,20.0,18.0,2.76,0.0,0.0,0.6,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0
-0.67762,14.0,26.0,12.0,1941.0,1812.5,64.25,10.0,1.9,2.0,2.0,0.0,2.0,3.5,0.0,0.0,0.0,8.0,4.0,2.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.773,0.773,2.1106628,0.0,0
