formation_energy_peratom,MagpieData_minimum_Number,MagpieData_maximum_Number,MagpieData_range_Number,MagpieData_maximum_MeltingT,MagpieData_mean_MeltingT,MagpieData_avg_dev_MeltingT,MagpieData_range_Column,MagpieData_maximum_Electronegativity,MagpieData_minimum_NsValence,MagpieData_maximum_NsValence,MagpieData_minimum_NpValence,MagpieData_range_NpValence,MagpieData_mean_NdValence,MagpieData_minimum_NfValence,MagpieData_range_NfValence,MagpieData_mean_NfValence,MagpieData_maximum_NValence,MagpieData_range_NValence,MagpieData_avg_dev_NValence,MagpieData_minimum_NpUnfilled,MagpieData_minimum_NdUnfilled,MagpieData_mean_NdUnfilled,MagpieData_mode_NdUnfilled,MagpieData_maximum_NfUnfilled,MagpieData_minimum_NUnfilled,MagpieData_mode_NUnfilled,MagpieData_minimum_GSbandgap,MagpieData_maximum_GSbandgap,MagpieData_range_GSbandgap,MagpieData_maximum_GSmagmom,compound_possible,target
-1.35798,11.0,53.0,42.0,386.85,378.86,7.990000000000009,16.0,2.66,1.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,17.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.062,1.062,0.0,1.0,0
-0.00017,3.0,3.0,0.0,453.69,453.69,0.0,0.0,0.98,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.27064,35.0,50.0,15.0,505.08,302.7555555555556,49.27407407407407,16.0,2.96,1.0,2.0,0.0,5.0,7.777777777777778,0.0,0.0,0.0,17.0,16.0,5.382716049382716,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.457,1.457,0.0,1.0,0
-3.53085,9.0,63.0,54.0,1095.0,400.6666666666667,462.88888888888886,14.0,3.98,2.0,2.0,0.0,5.0,0.0,0.0,7.0,2.333333333333333,9.0,2.0,0.888888888888889,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-3.27314,8.0,20.0,12.0,1115.0,584.9,530.1,14.0,3.44,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.48884,6.0,48.0,42.0,3823.0,1838.4692857142857,1701.0263265306123,5.0,3.04,0.0,2.0,0.0,3.0,1.4285714285714286,0.0,0.0,0.0,12.0,8.0,1.5918367346938778,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.437,6.437,0.0,1.0,0
-1.34902,17.0,52.0,35.0,722.66,264.13111111111107,123.3748148148148,16.0,3.16,1.0,2.0,0.0,5.0,1.1111111111111112,0.0,0.0,0.0,16.0,15.0,2.518518518518518,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.493,2.493,0.0,1.0,0
-2.26255,9.0,46.0,37.0,1828.05,308.21888888888884,339.6251851851852,16.0,3.98,0.0,2.0,0.0,5.0,1.1111111111111112,0.0,0.0,0.0,10.0,9.0,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-1.21556,17.0,37.0,20.0,494.0,238.72444444444443,89.49925925925926,16.0,3.16,1.0,2.0,0.0,5.0,1.1111111111111112,0.0,0.0,0.0,16.0,15.0,2.518518518518518,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.493,2.493,0.0,1.0,0
-0.5458700000000001,3.0,83.0,80.0,544.4,455.6625,44.368750000000006,14.0,2.02,1.0,2.0,0.0,3.0,2.5,0.0,14.0,3.5,29.0,28.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
